artist_id,name,followers,popularity,genres,main_genre
340PS4ZcZ4UCBgyrXzEjcp,Max McNown,739863,74,"modern country pop, contemporary country, pop singer-songwriter, folk pop, pop rap, alt z, gen z singer-songwriter, pop country, singer-songwriter pop, country, country pop","Country, Pop"
7eLcDZDYHXZCebtQmVFL25,Aitana,3630492,77,"latin talent show, latin viral pop, spanish pop","Latin, Pop"
3v6Ji4uoWtKRkhuDUaxi9n,Dynoro,318671,64,edm,Electronic
4W48hZAnAHVOC2c8WH8pcq,The Temper Trap,788695,71,"indietronica, modern rock, shimmer pop","Pop, Rock"
2kGBy2WHvF0VdZyqiVCkDT,Father John Misty,965905,67,"art pop, chamber pop, indie rock, stomp and holler","Folk, Pop, Rock"
7eKkW1zo5uzW8kUntiiBvz,Malcolm Todd,992150,79,bedroom r&b,R&B
6wWVKhxIU2cEi0K81v7HvP,Rammstein,12031531,80,"industrial metal, metal, industrial rock, industrial","Metal, Rock"
3HVdAiMNjYrQIKlOGxoGh5,Rob Zombie,3751795,69,"industrial metal, industrial rock, alternative metal, metal, nu metal","Metal, Rock"
0BvkDsjIUla7X0k6CSWh1I,Luke Bryan,9476629,76,"country, acoustic country","Country, Folk"
4RWJOoYwgF978LOn8Fainp,Yami Safdie,622148,70,cantautora argentina,Latin
3QSQFmccmX81fWCUSPTS7y,Dean Lewis,4255534,76,"australian pop, pop",Pop
6PvvGcCY2XtUcSRld1Wilr,Silk Sonic,960951,72,neo soul,R&B
3YcBF2ttyueytpXtEzn1Za,Incubus,3695345,71,"nu metal, funk rock, alternative metal, alternative rock",Rock
3eskO5m0H4yiF64vRySBjr,Buffalo Springfield,955110,62,"folk rock, country rock",Rock
3jK9MiCrA42lLAdMGUZpwa,Anderson .Paak,2724620,77,"escape room, hip hop, indie soul, neo soul","Electronic, Hip Hop, R&B"
5M52tdBnJaKSvOpJGz8mfZ,Black Sabbath,10010253,76,"metal, heavy metal, rock, stoner rock, doom metal, hard rock","Metal, Rock"
2vnB6tuQMaQpORiRdvXF9H,Beach Bunny,1890903,67,"bubblegrunge, chicago indie, indie pop, pov: indie",Rock
4MXUO7sVCaFgFjoTI5ox5c,Sufjan Stevens,2406591,74,baroque pop,Pop
4mLJ3XfOM5FPjSAWdQ2Jk7,Dr. Dog,666438,64,"chamber pop, indie rock, modern folk rock, philly indie, pov: indie, seattle indie, stomp and holler","Folk, Pop, Rock"
0RpddSzUHfncUWNJXKOsjy,Neon Trees,1299314,66,"modern rock, neo mellow, pop rock, pov: indie","Pop, Rock"
4obzFoKoKRHIphyHzJ35G3,Becky G,16859557,77,"reggaeton, latin",Latin
5D3muNJhYYunbRkh3FKgX0,Chord Overstreet,446765,63,"acoustic pop, singer-songwriter pop",Pop
19k8AgwwTSxeaxkOuCQEJs,Jelly Roll,6270733,80,"country hip hop, country","Country, Hip Hop"
3EVsC9ZK7QMDuK4FPcZaEq,Josh Meloy,240088,63,"red dirt, texas country, country",Country
5nvWOyAkfNgVLKESq4fOj2,Montell Fish,2182478,75,christian lo-fi,Christian
3pc0bOVB5whxmD50W79wwO,keshi,4285006,76,chill r&b,R&B
7FIoB5PHdrMZVC3q2HE5MS,George Harrison,3119601,68,"album rock, classic rock, folk rock, mellow gold, rock, singer-songwriter, soft rock","Folk, Rock"
77kULmXAQ6vWer7IIHdGzI,Jordan Davis,1648261,75,"country, pop country","Country, Pop"
64tNsm6TnZe2zpcMVMOoHL,Alice In Chains,6417753,77,"grunge, post-grunge",Rock
1Qp56T7n950O3EGMsSl81D,Ghost,3829791,74,"metal, hard rock","Metal, Rock"
4BxCuXFJrSWGi1KHcVqaU4,Kodaline,3203292,67,"irish pop, modern rock, neo mellow","Pop, Rock"
0RqtSIYZmd4fiBKVFqyIqD,Thirty Seconds To Mars,4041630,70,"modern rock, post-grunge",Rock
4jM6R2LK78dVTqHVUoA4li,808iuli,63344,58,"phonk, brazilian phonk",Hip Hop
19VDJ9IKyBSUMDJxLsasP6,Mr. Belt & Wezol,203810,64,"future house, house",Electronic
3IJ21966TwNZI24MwZHMu4,Baby Tate,625186,64,trap queen,Hip Hop
4hz8tIajF2INpgM0qzPJz2,Rainbow Kitten Surprise,1402118,72,pov: indie,Rock
2vPnS0IpayC2RVFuQA08R4,2KE,328609,67,"phonk, brazilian phonk",Hip Hop
7gZfnEnfiaHzxARJ2LeXrf,6ix9ine,6994995,73,emo rap,Rock
7uIbLdzzSEqnX0Pkrb56cR,Yo Yo Honey Singh,38077285,79,"bollywood, hindi hip hop, desi, punjabi pop, hindi pop, punjabi hip hop","Hip Hop, Pop"
1bAftSH8umNcGZ0uyV7LMg,Duki,13514644,81,"argentine trap, trap, trap latino","Hip Hop, Latin"
3WGpXCj9YhhfX11TToZcXP,Troye Sivan,9477707,75,"australian pop, pop, viral pop",Pop
5WqZHtRzOmKc1hWYfNoo8n,TOKYOPHILE,209018,61,"phonk, brazilian phonk",Hip Hop
536BYVgOnRky0xjsPT96zl,Two Door Cinema Club,2567620,69,"indie, indie rock",Rock
7F2utINZ6tSokSiZTQBE27,Guè,3027672,74,"italian trap, concerto",Hip Hop
5MmLJMV7gqiV3RgmqTgAKO,Joshua,16083,51,"concerto, italian singer-songwriter, italian trap","Folk, Hip Hop"
6hkKbkZGvAXuvle2FhCnxy,Shablo,99444,58,italian trap,Hip Hop
4NsbfTEC3nOcc0vOpZ1rRc,HELLMERRY,2342842,69,"pinoy hip hop, pinoy r&b, parang, opm","Hip Hop, Pop, R&B"
6fOMl44jA4Sp5b9PpYCkzz,NF,11405050,82,christian hip hop,Hip Hop
4kYSro6naA4h99UJvo89HB,Cardi B,26237292,82,"pop, rap","Hip Hop, Pop"
5hKGLu4Ik88FzWcTPhWNTN,INTERWORLD,922398,64,"phonk, drift phonk, brazilian phonk",Hip Hop
2av4MrhPDUQLG3py1i0h7L,Tormento,35091,49,italian underground hip hop,Hip Hop
7n2Ycct7Beij7Dj7meI4X0,TWICE,23875069,84,k-pop,Pop
30b9WulBM8sFuBo17nNq9c,G-DRAGON,4009532,71,"k-pop, k-rap","Hip Hop, Pop"
1sBkRIssrMs1AbVkOJbc7a,Rick Ross,7805700,79,southern hip hop,Hip Hop
181bsRPaVXVlUKXrxwZfHK,Megan Thee Stallion,11090148,78,"houston rap, pop, r&b, rap, trap queen","Hip Hop, Pop, R&B"
2gW0M5fn2r7Lo4Hn1r8HZ5,Creeds,155421,61,"techno, hypertechno, hard techno, tekno",Electronic
1Bo8Afb2Qbjs4x6kJHyjle,Gigamesh,42258,60,"nu disco, french house, indie dance","Electronic, Pop"
35U9lQaRWSQISxQAB94Meo,America,2110467,72,"yacht rock, soft rock, folk rock",Rock
0VbIlorLz3I5SEtIsc5vAr,Queen Pen,66938,62,new jack swing,R&B
1w5Kfo2jwwIPruYS2UWh56,Pearl Jam,10071896,78,"grunge, rock, post-grunge",Rock
2Mu5NfyYm8n5iTomuKAEHl,Ms. Lauryn Hill,3558839,74,neo soul,R&B
2P3cjUru4H3fhSXXNxE9kA,Blackstreet,1034206,65,new jack swing,R&B
6Wr3hh341P84m3EI8qdn9O,Rise Against,2963929,71,"punk, hardcore punk",Rock
1g1yxsNVPhMUl9GrMjEb2o,Plain White T's,1366773,64,"modern rock, neo mellow, neon pop punk, pop punk, pop rock","Pop, Rock"
4lDBihdpMlOalxy1jkUbPl,Grey,172610,66,pop edm,Pop
2WKdxPFRD7IqZvlIAvhMgY,Fugees,1713396,68,east coast hip hop,Hip Hop
40Yq4vzPs9VNUrIBG5Jr2i,The Smashing Pumpkins,6200557,75,"alternative rock, rock",Rock
29kkCKKGXheHuoO829FxWK,Boston,3230339,66,"classic rock, aor",Rock
7FY5V3XMwlNBPitEjXowHQ,Darius Rucker,2809558,68,country,Country
4hKkEHkaqCsyxNxXEsszVH,John Travolta,229796,66,musicals,Pop
7jefIIksOi1EazgRTfW2Pk,Electric Light Orchestra,4520454,73,"art rock, soft rock",Rock
5lKZWd6HiSCLfnDGrq9RAm,Leona Lewis,3814648,74,"british soul, dance pop, pop, talent show","Pop, R&B"
5ILrArfIV0tMURcHJN8Q07,Vanessa Carlton,735994,65,"lilith, neo mellow, piano rock, pop rock, post-teen pop","Pop, Rock"
5gznATMVO85ZcLTkE9ULU7,Lenny Kravitz,3663614,73,"permanent wave, rock",Rock
6WY7D3jk8zTrHtmkqqo5GI,Maren Morris,900812,69,country,Country
4Fgf6RvuWpiwDXSE7Vammx,George Martin,103656,68,beatlesque,Rock
07QEuhtrNmmZ0zEcqE9SF6,Owl City,2522959,69,"indietronica, pop","Pop, Rock"
4BoRxUdrcgbbq1rxJvvhg9,Olivia Newton-John,1825856,70,"adult standards, australian dance, disco, mellow gold, soft rock","Easy Listening, Electronic, Pop, Rock"
5J32qSlWzKCdcL31B8wglv,Big Syke,77887,64,"g-funk, west coast hip hop","Hip Hop, R&B"
2HcwFjNelS49kFbfvMxQYw,Robbie Williams,3357811,76,"dance rock, europop","Pop, Rock"
0w7HLMvZOHatWVbAKee1zF,Redbone,390086,65,native american music,
4FtSnMlCVxCswABUmdhwpm,Carly Simon,1298691,63,"classic rock, folk, folk rock, mellow gold, singer-songwriter, soft rock","Folk, Rock"
0YsLR3SQd5QTXAhGIGX7cl,Del The Funky Homosapien,354255,67,"alternative hip hop, hardcore hip hop, hip hop, oakland hip hop, underground hip hop, west coast hip hop",Hip Hop
6aq8T2RcspxVOGgMrTzjWc,Soft Cell,811486,64,"synthpop, new wave","Pop, Rock"
6Jrxnp0JgqmeUX1veU591p,Santigold,814813,67,"alternative dance, art pop, indietronica, neo-synthpop","Pop, Rock"
32vWCbZh0xZ4o9gkz4PsEU,Dolly Parton,3022555,76,"country, classic country",Country
2CvCyf1gEVhI0mX6aFXmVI,Paul Simon,2577344,69,singer-songwriter,Folk
2cnMpRsOVqtPMfq7YiFE6K,Van Halen,6939345,73,"glam metal, classic rock, rock, hard rock",Rock
6LEeAFiJF8OuPx747e1wxR,Blood Orange,1397991,73,art pop,Pop
2kRfqPViCqYdSGhYSM9R0Q,Madison Beer,8974272,78,pop,Pop
124jbwgd8Hh6LW7jAqTa8r,Agatino Romero,22329,58,"hypertechno, tekno, hard techno, techno, edm, big room, italo dance, europop, eurodance, tech house, electronica","Electronic, Pop"
2TzHIUhVpeeDxyJPpQfnV3,Katrina & The Waves,150151,60,new wave pop,Pop
3RGLhK1IP9jnYFH4BRFJBS,The Clash,3252168,73,punk,Rock
6EVyI0S0b1Ld2nm37m5x85,Raffaella Carrà,231234,62,italo dance,Pop
3A5tHz1SfngyOZM2gItYKu,Earl Sweatshirt,2408737,69,"experimental hip hop, alternative hip hop",Hip Hop
1mSJCvDX0W7Dn7S9C6vmvI,Anna of the North,296001,64,vapor pop,Pop
2wpWOzQE5TpA0dVnh5YD08,Bronski Beat,680676,64,"synthpop, hi-nrg","Electronic, Pop"
5WyJhpNewRPUahSlrxkOeR,GOON DES GARCONS*,15852,61,"underground hip hop, dark trap, indie hip hop, atl hip hop, bc underground hip hop, pop rap, alternative hip hop, new jersey rap, trap soul, rage rap","Hip Hop, Pop, R&B, Rock"
3cniTumSiUysiPWXapGx1i,Cutting Crew,549806,66,"album rock, new romantic, new wave, new wave pop, soft rock","Pop, Rock"
2ekjTXgjxbWwBX5lTAj4DU,Eric Carmen,485650,64,yacht rock,Rock
1c3uso4iIeeX3P0bhKaQDq,Jaxomy,113021,59,covertronica,Electronic
3BWzDZ5cdEVJAGErS92muA,Maria Iankovskaia,93810,40,"anime rap, children's music, anime","Hip Hop, Pop"
5sUrlPAHlS9NEirDB8SEbF,Alejandro Sanz,8547687,81,latin pop,Pop
5dyHrsYkwHUstLg87rRIpM,Mariana Treviño,14772,63,"grupera, latin pop, villancicos, cumbia, colombian pop","Latin, Pop, Traditional Music"
0NErdIJtuKBjtxKmlqaWdj,Divya Kumar,1130830,71,"bollywood, gujarati garba, hindi pop, desi, gujarati pop","Pop, Traditional Music"
0JRPF8WIKUtSO2IUYfrcuh,Kaique e Felipe,121149,68,"sertanejo, agronejo, sertanejo universitário","Country, Latin"
4W12lEvVl5wectUtRNrvDh,White Noise Baby Sleep,40405,69,sleep,Rock
5EehXjjMktLuJmbRsM7YfB,Disciples,278522,65,house,Electronic
1Ju2DSDLHCKEfy6WfsOkzK,Mentiras: La Serie,113167,68,"grupera, latin pop, ranchera, latin alternative, villancicos, colombian pop","Latin, Pop, Traditional Music"
7giHVN9ZtS1y4CtkjNT6pK,Betsy,218313,58,"nightcore, budots, brazilian phonk, children's music, hyperpop, phonk, estonian hip hop, eurodance, melbourne bounce, cartoon","Electronic, Hip Hop, Pop"
1gR0gsQYfi6joyO1dlp76N,Justice,1420357,68,"french house, new rave","Electronic, Rock"
0hCWVMGGQnRVfDgmhwLIxq,sakanaction,1720353,67,"j-pop, j-rock, japanese indie","Pop, Rock"
5UjifI1TYefXWn9GdqDOHl,Social House,207746,64,pop,Pop
2fMqTqiTxUDlmcOEPaQSsx,Amitabh Bhattacharya,4292722,83,"bollywood, hindi pop, desi",Pop
1AhjOkOLkbHUfcHDSErXQs,88rising,1051958,66,asian american hip hop,Hip Hop
4LEiUm1SRbFMgfqnQTwUbQ,Bon Iver,3978730,77,"chamber pop, eau claire indie, indie folk, melancholia, modern rock","Classical, Pop, Rock"
5kVgcCdPbeUwxBqWxi2Ktl,Luan Pereira,3415846,77,"agronejo, sertanejo, sertanejo universitário, piseiro","Country, Latin"
5yG7ZAZafVaAlMTeBybKAL,Iggy Azalea,6635232,70,"australian hip hop, dance pop, pop","Hip Hop, Pop"
0gadJ2b9A4SKsB1RFkBb66,Passenger,3798853,70,folk pop,Pop
2WhoMc7XqIzVXWbQqSoqe7,Kahitna,1330380,70,"indonesian pop, indonesian jazz","Jazz, Pop"
6T9oTkBolkKzQJ5ltR7Yr8,ptasinski,448040,67,phonk,Hip Hop
4mr4X9nJC8DPlNukWbgAaI,HYBS,670693,64,chill r&b,R&B
4lhUHpVOXmkEBGGHV71QCh,Chance Peña,606022,72,singer-songwriter pop,Pop
58uK0d4R5Rq4FDUNgNIFeI,Paperboy Fabe,191173,56,r&b,R&B
1hJuGCUpefX24GFmss9bjH,Amy Macdonald,548266,66,scottish singer-songwriter,Folk
2bnV4zuMP2tBXzsGbPmkuo,B Jack$,49744,58,"jersey club, sexy drill","Electronic, Hip Hop"
48vmXfV0QPy3ljXBp81Fwn,Coyote Theory,289713,63,pov: indie,Rock
6QrQ7OrISRYIfS5mtacaw2,Jaymes Young,1059455,67,indie poptimism,Rock
1V0BgbhknuuZIMxKO0M9FV,Hermanos Espinoza,530287,70,"corrido, norteño, corridos bélicos",Traditional Music
2SabhGDiBSyaM6QSuBUVqB,Noizy,878205,67,german hip hop,Hip Hop
3wbCeEPAW6po7J46netxMT,Up Dharma Down,1664505,66,"opm, pinoy indie, pinoy alternative, harana, pinoy rock, p-pop, parang, kundiman","Pop, Rock, Traditional Music"
1IOofxVTB3jFgrfUpufZgF,DJ NATAN 22,27043,56,brazilian funk,R&B
1wZtkThiXbVNtj6hee6dz9,Wisin & Yandel,9277139,83,"reggaeton, urbano latino",Latin
3BTY807ipaaT6QHW1tHTt0,RJ Pasin,647125,71,phonk,Hip Hop
5lFhCi03HDneWzvCxGctrT,Jory Boy,2067141,73,"reggaeton, trap latino",Latin
2uFUBdaVGtyMqckSeCl0Qj,Ludovico Einaudi,4063215,79,"neoclassical, classical, contemporary classical",Classical
1alf4P7GDe5aNpALBzWIGf,ZEDDY WILL,464875,68,jersey club,Electronic
7kplJl06UmldxLKseURAYi,Warren Zeiders,1151223,70,"country, country rock","Country, Rock"
3IJ770I1QPmwVp7yug0eJ4,Lustra,125268,58,"pop punk, pop rock",Rock
0kw7tMniMnrp9Pcr7vgDAm,Stereo Wall,92634,63,"pop punk, indorock, indonesian rock, indonesian indie, indonesian pop","Pop, Rock"
5vTG3EyFrsARtIGDWZNRzu,Halstage,894606,61,"indonesian indie, indonesian pop","Pop, Rock"
0pWwt5vGNzezEhfAcc420Y,Mr.Kitty,854193,64,"witch house, darkwave",Electronic
327ipGIr9bD3MkLb2eucqC,Suara Kayu,550539,63,"indonesian pop, indonesian indie","Pop, Rock"
1k1AM2ESRQseVAj6rvBdtx,I Virtuosi Italiani,18623,68,"chamber orchestra, classical performance, string orchestra",Classical
59r5UU2HOytn9V5uMZ5Vur,Daniel Hope,58882,66,classical,Classical
6xqA7u7TxHUYJp6Ww1XgNx,Jeff Redd,604168,64,turkish hip hop,Hip Hop
6jf2eKjiPT6P18RbOSLzf0,Arko,1240792,66,"hindi pop, bollywood, bangla pop, desi pop",Pop
26zgIfFyTCImkHAp5gwKW8,Joé Dwèt Filé,1111826,66,"kompa, zouk, french r&b, pop urbaine, kizomba, shatta","Latin, Pop, Reggae, Traditional Music"
3CDKmzJu6uwEGnPLLZffpD,Frankie Valli,433967,67,"adult standards, bubblegum pop, lounge, rock-and-roll","Easy Listening, Pop, Rock"
4LHTgACY32k94VDjenF0nP,Mc Negão Original,1523862,79,"brazilian funk, trap funk, funk consciente",R&B
2aya6KuqjXEhHBqYKsTPLs,Rose Villain,505357,64,italian trap,Hip Hop
2FDaBZt51fOXh2rbHL8Afr,Mc Magal,852908,67,"brazilian funk, funk consciente, trap funk",R&B
2A3i7OnSUdZB3FXX5Qv3Wp,DJ Dael,52652,67,"brazilian funk, trap funk",R&B
3IZrrNonYELubLPJmqOci2,Nancy Sinatra,606886,68,"lounge, sunshine pop","Easy Listening, Pop"
0f1IECbrVV952unZkzrsg2,Mc Gw,1613836,81,"phonk, brazilian funk, brazilian phonk, funk carioca","Hip Hop, R&B"
09SHUPzM4RIiUSkQ8stabk,melodybloom,19381,60,"requiem, etherpop, classic soul, downtempo, shoegaze, slowcore, metropopolis, chakra, pov: indie, bedroom r&b","Classical, Electronic, Pop, R&B, Rock"
1Mxqyy3pSjf8kZZL4QVxS0,Frank Sinatra,8574550,89,"christmas, big band, adult standards, swing music, jazz, vocal jazz","Easy Listening, Jazz, Pop"
6f4XkbvYlXMH0QgVRzW0sM,Waka Flocka Flame,2879626,71,"atl hip hop, dirty south rap, pop rap, rap, southern hip hop, trap","Hip Hop, Pop"
2DMQ1LeygTDGeyErwBwaeG,Mc Talibã,131654,66,brazilian funk,R&B
03NN8FAKofZU6phsfHLKPw,Chris Brown,96700,67,"worship, christian","Christian, Traditional Music"
2f8xoxornfSw6ePzgyM9NO,MC Jvila,342793,77,"brazilian funk, trap funk, funk consciente",R&B
7IOSPo9oGCLWtDEZtmxgTi,MC Bruno MS,159746,61,"brazilian funk, funk consciente, trap funk",R&B
4ClsVDy2g7RKSSlvq8cF6d,León Larregui,2956552,70,"rock en español, mexican indie, latin indie, latin alternative","Latin, Rock"
2kdmTOXncgNHSuYVMhdd5I,Jorge Rivera-Herrans,1085701,78,musicals,Pop
5wbf52LA6kcaboHSN6NEF1,PEDRO SAMPAIO,3165519,77,"brazilian funk, funk pop, funk carioca, brazilian pop, brega funk","Pop, R&B"
1bs7HoMkSyQwcobCpE9KpN,The Mamas & The Papas,2101550,68,folk rock,Rock
2yLzlEFtIS0Q9UkyBZdQA7,Jessie Murph,1746902,79,"modern country pop, singer-songwriter pop",Pop
48yaM25WLHmQZXx5NN3DYH,Aaron Modesto,33403,62,"brazilian funk, trap funk, funk consciente",R&B
5InVWl8IZB8zFAoNa5roKm,Kako,1505003,70,"funk consciente, brazilian funk, trap funk",R&B
5ndkK3dpZLKtBklKjxNQwT,B.o.B,2346736,76,"atl hip hop, dance pop, pop rap, rap, southern hip hop","Hip Hop, Pop"
2IDLDx25HU1nQMKde4n61a,Rich Brian,2149008,67,indonesian hip hop,Hip Hop
3zG4hHVlA4xIX5jwvOa2KD,DJ Guh Mix,181792,73,"brazilian funk, trap funk, funk consciente",R&B
1X6ORK7IekgmyjV6IFPszP,Gustavo Mioto,7292668,73,"sertanejo, sertanejo universitário, arrocha, agronejo","Country, Latin"
1hMpRPX4OZEaJgBi6BsjHh,Mc Debby,1840,55,brazilian phonk,Hip Hop
5o36rLQd78Zh8CaT8rn59d,Shreyas Puranik,220714,63,"sufi, hindi pop, bollywood","Pop, Traditional Music"
1bdnGJxkbIIys5Jhk1T74v,Brandon Lake,1635789,75,"worship, christian, ccm","Christian, Traditional Music"
70nxnxEqDQIEWneRjg2Q4O,Adolescent's Orquesta,1662576,71,"salsa, merengue",Latin
1Tie3AZgLQZqYEp8Fv4zOZ,Koe Wetzel,1091139,72,"red dirt, texas country, country, country rock","Country, Rock"
5diMmmNkRVfgUnXJrzXzjZ,Javed Bashir,577983,68,"sufi, qawwali, hindi pop, bollywood","Pop, Traditional Music"
0bfX8pF8kuHNCs57Ms4jZb,Roscoe Dash,280333,66,"atl hip hop, dirty south rap, futuristic swag, southern hip hop, trap",Hip Hop
4iHNK0tOyZPYnBU7nGAgpQ,Mariah Carey,12252215,89,christmas,Pop
6y7frW1RUq3XBBXbYowVpk,Chandler Moore,768130,70,"worship, gospel, christian","Christian, Traditional Music"
75i9GaW2MJUgt4BkdUnuUY,MC Ryan SP,7905110,86,"brazilian funk, funk consciente, trap funk",R&B
04QHNiih9ZesPvals6II1h,MC Marks,2380237,73,"funk consciente, brazilian funk, trap funk",R&B
0XwVARXT135rw8lyw1EeWP,Christian Nodal,16246080,80,"banda, ranchera, mariachi, norteño, música mexicana, grupera","Latin, Traditional Music"
3YCKuqpv9nCsIhJ2v8SMix,Elevation Worship,5276663,77,"worship, christian, ccm, gospel, pop worship","Christian, Pop, Traditional Music"
163DQlpiiNqxgn2m4WsD3e,Kane Rodriguez,196082,69,"corrido, corridos tumbados, corridos bélicos, sierreño",Traditional Music
1hOdQnbXBlfZX9JXZk0O1w,Anna Lea,54872,66,musicals,Pop
3yMmYEklQ7gLOZXEFNd3xr,Palak Muchhal,11463002,73,"bollywood, hindi pop, gujarati garba","Pop, Traditional Music"
0TvvDswOgvPbgSPK2RDf62,wifiskeleton,623606,74,"corecore, philly indie, slacker rock, shoegaze, pluggnb, slowcore, zoomergaze, epunk, pov: indie, lo-fi indie, bedroom r&b","R&B, Rock"
3EOEK57CV77D4ovYVcmiyt,Dennis Lloyd,717990,64,israeli pop,Pop
3hq7WoPJsrRP0KMSLhUgRz,Murilo Huff,2629188,78,"sertanejo, sertanejo universitário, arrocha, agronejo","Country, Latin"
2feDdbD5araYcm6JhFHHw7,Labrinth,3708365,75,"indie poptimism, pop","Pop, Rock"
7yCGrS6Xh3UngvY6Ad5sMJ,LEGADO 7,2376131,68,"corrido, corridos tumbados, corridos bélicos, sierreño, norteño, sad sierreño",Traditional Music
0E02VcvA5p1ndkLdqWD5JB,Ankit Tiwari,15138665,70,"bollywood, hindi pop, desi",Pop
7KQ4t4Fvxcfcb0pzJFFN7W,Sameer Anjaan,5721,7,"qawwali, marathi pop, bangla pop","Pop, Traditional Music"
3VsmiWWtAHSrkgF2forgVI,proderics,54684,60,"slowcore, bedroom pop","Pop, Rock"
7cTXfwpe9peK0UE1bZyIWZ,Pinkfong,456098,68,"children's music, lullaby","Easy Listening, Pop"
2kU94AZG0xEVKnOUKDbEfg,i wanna be a jack-o-lantern,104502,71,"etherpop, philly indie, slacker rock, downtempo, shoegaze, lo-fi, slowcore, metropopolis, funk de bh, pov: indie","Electronic, Hip Hop, Pop, R&B, Rock"
7CyeXFnOrfC1N6z4naIpgo,The Ronettes,471244,81,christmas,Pop
1bpnl8qbR9GxmiNlkEufW6,DJ Japa NK,414730,82,"brazilian funk, trap funk, funk consciente",R&B
6k6TIai4KyKG1DeIMftSmJ,Siddharth - Garima,240421,63,"bhajan, hindi pop","Pop, Traditional Music"
2oSONSC9zQ4UonDKnLqksx,Atif Aslam,42406062,82,"bollywood, hindi pop, desi, sufi, qawwali","Pop, Traditional Music"
0T8Ix53aIN4F7aEKj4EnKy,Jasiel Nuñez,1971274,75,"corridos tumbados, corrido, sad sierreño, corridos bélicos, música mexicana",Traditional Music
250LLR8V4fFq1XFzAB1ZN5,Poizi,1216697,74,turkish hip hop,Hip Hop
1LIuN7ov1IBQDdLsU83ojl,Hugo & Guilherme,3431994,77,"sertanejo, sertanejo universitário, agronejo, arrocha","Country, Latin"
7MiDcPa6UiV3In7lIM71IN,Gusttavo Lima,23605564,82,"sertanejo, sertanejo universitário, arrocha, agronejo, piseiro, forró","Country, Latin"
6P6GTRTigHBp8ZesNtpCKH,Almighty,1847223,76,"trap latino, reggaeton, trap","Hip Hop, Latin"
1AL2GKpmRrKXkYIcASuRFa,Wesley Safadão,12427949,77,"forró, sertanejo, piseiro, arrocha, sertanejo universitário, brega, seresta","Latin, Pop"
6cnJ8gP9R3JEh5mCCvOwz3,Evinha,78349,61,"mpb, bossa nova, brazilian jazz","Jazz, Latin"
62lbdm09j0QUbWB7SqCJvt,Anonimus,509781,67,"reggaeton, trap latino",Latin
3tczhGs2LfnH9mwrmG9cRI,Maurin,25643,62,"trap funk, brazilian trap","Hip Hop, R&B"
4d175LvxCzxt5vHbJyv49q,Mc Dricka,360282,60,"brazilian funk, brega funk, funk de bh",R&B
7uMDnSZyUYNBPLhPMNuaM2,Kenya Grace,586934,63,singer-songwriter pop,Pop
0TXO7KlBZ3P4XMNnVrghEX,DJ S2K,9350,47,brazilian funk,R&B
00me4Ke1LsvMxt5kydlMyU,Cosculluela,7004291,76,"reggaeton, trap latino, latin hip hop",Latin
1SXhEXzOTF7YeuQX59m7pT,NATTAN,3881329,77,"piseiro, forró, sertanejo, arrocha, brega, seresta","Latin, Pop"
5t5FqBwTcgKTaWmfEbwQY9,ENHYPEN,13605429,82,k-pop,Pop
0YC192cP3KPCRWx8zr8MfZ,Hans Zimmer,4897385,79,"soundtrack, score",Easy Listening
1rsA71w7RvNFRojjnFzHcG,Kolo,19887,56,"r&b brasileiro, brazilian trap, chill baile, brazilian hip hop, boom bap, trap brasileiro, trap funk, rap feminino nacional, pop rap brasileiro, musica eletronica brasileira","Electronic, Hip Hop, Latin, Pop, R&B"
15nL9hF1vK3mHTqpV9Z2jP,Focus Noise,3474,64,"color noise, white noise","Electronic, New Age"
5CAruGjgds3QlF5ICtEnnc,Jairo Vera,1680952,68,"reggaeton chileno, chilean mambo, chilean trap, mambo, guaracha","Hip Hop, Latin"
58H98oCs7wfe6XZOgIaT0q,SNOW,217771,68,turkish hip hop,Hip Hop
2IAxPmQzx2NuutHe7ta7gs,Bayron Fire,744836,65,"chilean mambo, reggaeton chileno, mambo, chilean trap","Hip Hop, Latin"
1YOVBTvznjiDvtAj4ExHeo,BK,2416769,76,"brazilian hip hop, boom bap, brazilian trap",Hip Hop
23LbwefIODbyGdRbAz3urj,Yung Joc,885947,64,"crunk, southern hip hop",Hip Hop
1ew4rMO5r0Oon1R9xZxo8Q,Victor WAO,35047,64,"brazilian trap, trap funk, trap, brazilian hip hop","Hip Hop, R&B"
3Xt3RrJMFv5SZkCfUE8C1J,Kim Petras,1207560,71,"alt z, dance pop, pop, transpop",Pop
1ul8iLt2WnFe2UIyovjg7q,reezy,721813,72,german hip hop,Hip Hop
57VQCKnZ9nhS7bvoviXuZK,Kadu Martins,487026,66,"piseiro, forró, arrocha, brazilian funk","Latin, R&B"
3Gf3gwkmZyNuecCyJyVD9j,Bigla The Kid,4347,59,"flamenco urbano, flamenco, flamenco pop","Pop, Traditional Music"
55tbxmVOI2mQ5eBWXPK7tL,Nuzio Medeiros,137507,60,"forró, piseiro, arrocha, seresta",Latin
5Uox3n7m4W2CoM9MmHPJwQ,Delaossa,377186,67,"boom bap espanol, rap canario, spanish hip hop, urbano espanol","Hip Hop, Latin"
13y7CgLHjMVRMDqxdx0Xdo,Gucci Mane,6074726,78,"southern hip hop, rap, trap",Hip Hop
